Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
DNAJC2 21179169 ChIP-ChIP NT2 Human	17/899	0.19144699180583305	0.3947424945051867	0	0	1.2862570560138948	2.126368538325227	SNAP25;PON3;PTPRN2;ARHGAP8;IGFBP5;PON2;ELAVL4;MEIS2;DHRS3;BCL6;PTK7;RARB;DMD;KIFC3;LRRFIP1;LCP1;MCTP2
IKZF1 21737484 ChIP-ChIP HCT116 Human	4/155	0.2025499834527465	0.41627967378437836	0	0	1.7555281176338533	2.803172158904423	DCHS2;PLXDC2;MEIS2;RGS7
SOX2 16153702 ChIP-ChIP HESCs Human	23/1278	0.20587581538256575	0.4217456023856444	0	0	1.2248339973439575	1.9358282449219792	EPHA4;WWTR1;TCF7L2;GRID2;NFIX;SMAD3;CACNA2D1;SEMA3A;NEDD4L;CACNA1A;PROX1;RORB;PPP2R3A;FGF1;NOL4;DHRS3;ZFP36L1;BMP5;PEX5L;ALCAM;NFIA;SCN3A;SOX5
ESR1 20079471 ChIP-ChIP T-47D Human	5/216	0.22278420914221345	0.4549109818936165	0	0	1.5709127252796853	2.358806591550055	MPDZ;ESR1;CD55;RGS7;ZFP36L1
CTNNB1 24651522 ChIP-Seq LGR5+ INTESTINAL STEM Human	4/162	0.22443148129219892	0.4568010535625785	0	0	1.6771508260030037	2.5059733121249534	MYO1D;FRAS1;PROX1;SMAD7
SMARCA4 20176728 ChIP-ChIP TSCs Mouse	20/1118	0.23417485246504982	0.47264200814942753	0	0	1.2145249427110876	1.7631103254469758	PTPRT;EPHA4;NOTCH3;ST6GAL1;NLGN1;ANXA2;EYA1;DAPK1;PREP;PTPN13;LPP;ZFP36L1;SMAD7;STOX2;TSPAN9;PAK6;AOX1;STXBP6;RAI14;ZFP462
ZNF652 21678463 ChIP-ChIP ZR75-1 Human	3/112	0.23512755722830375	0.47264200814942753	0	0	1.8217208033721795	2.63717243161822	GRID2;PLXDC2;ROBO1
BP1 19119308 ChIP-ChIP Hs578T Human	1/18	0.23757213019805895	0.47264200814942753	0	0	3.885511251480458	5.584583136164629	VEGFA
FOXA1 21572438 ChIP-Seq LNCaP Human	34/2000	0.23818767867246032	0.47264200814942753	0	0	1.1573926562889882	1.6605070197430882	PON3;DDC;SH2D4A;PON2;PDE3B;PREP;MGST1;CELF4;ELAVL4;IQGAP2;HNMT;EGFR;ROBO1;GRM5;PALMD;EPSTI1;CTSH;NRCAM;NCAM1;MAGI1;TMEM132D;PTPRN2;SWAP70;REV1;ATP11A;PTPN13;PEX5L;FAM135A;MDFIC;DNAJC6;DMXL2;SPATS2L;RARB;DOCK1
STAT1 17558387 ChIP-Seq HELA Human	34/2000	0.23818767867246032	0.47264200814942753	0	0	1.1573926562889882	1.6605070197430882	CYFIP2;PCSK1;PON3;DDC;PCX;SEMA3A;WWC2;SEMA3E;NOD1;IQGAP2;LPP;ZFP809;RIMS2;UNC80;STOX2;FUT8;GRM5;ALCAM;ATP7B;D230025D16RIK;DNER;PLXNA2;CTSH;TCF7L2;ANXA2;MTUS1;REV1;SYT14;ATP1B1;ST18;DHRS3;KITL;DNAJC6;PITPNM3
RBPJ 21746931 ChIP-Seq IB4 Human	34/2000	0.23818767867246032	0.47264200814942753	0	0	1.1573926562889882	1.6605070197430882	RYR2;EPAS1;NRXN1;ELAVL4;ASAP3;FMN2;HNMT;LTBP1;CDC14A;NPAS2;RAP1GAP;SELENBP1;PALMD;PRDM16;PLXNA2;TNR;NCKAP5;CD55;ATP6V1C2;RGS7;REV1;ARHGAP29;FMO2;SYT14;PROX1;ATP1B1;PTPN13;DHRS3;DNM3;NFASC;NFIA;DNAJC6;CLIP4;SDC1
CEBPB 22108803 ChIP-Seq LS180 Human	34/2000	0.23818767867246032	0.47264200814942753	0	0	1.1573926562889882	1.6605070197430882	YAP1;NOTCH3;ARHGAP8;SH2D4A;NOD1;EGFR;RAP1GAP;SMPD3;STOX2;IRAK2;CDH20;SCN9A;CTSH;AOX1;NCAM1;SFTPB;ANXA2;DENND4A;EYA2;FMO1;PRKCA;FMO2;PTPN13;MEIS2;NET1;PEX5L;MDFIC;PTK7;SDC1;NAF1;XIST;LCP1;CPEB2;SNTB1
PBX 27287812 Chip-Seq EMBYONIC-LIMB Mouse	34/2000	0.23818767867246032	0.47264200814942753	0	0	1.1573926562889882	1.6605070197430882	CYFIP2;KHDRBS3;SEMA3A;ELAVL4;NEDD4L;FMN1;GSTT1;FGF1;DPP4;STOX2;MECOM;RASGEF1B;PRDM16;SCD1;CCDC141;ACSS1;SOX5;RUNX1T1;TMEM132D;ABCC3;TCF7L2;IGFBP5;DST;DAPK1;EYA2;FMO1;RUNX1;BMP5;NET1;NFIA;PTK7;XIST;FREM1;RAPGEF4
SOX9 22984422 ChIP-ChIP TESTIS Rat	2/64	0.24819099016137403	0.49095280241296796	0	0	2.1330509395025525	2.972527444375366	CYP39A1;DDC
RCOR2 21632747 ChIP-Seq MESCs Mouse	8/401	0.2528366995411565	0.4985845196559255	0	0	1.3506466252196951	1.8571545813481067	SRRM3;SYT1;DST;CELF4;DCLK2;SEMA3E;SMAD6;ARHGAP24
RCOR3 21632747 ChIP-Seq MESCs Mouse	47/2851	0.2554503381084011	0.5021741118714842	0	0	1.1239032108325975	1.5338213490051482	GABRB3;SNAP25;DDC;LRP1;EPAS1;NRXN1;CELF4;NEDD4L;CACNA1A;PSIP1;IKZF2;CPLX2;RAP1GAP;ROBO1;RIMS2;PCLO;KIF5B;PRDM16;TNR;NRCAM;SCD1;LRRFIP1;E2F7;SOX5;SRRM3;SLC38A1;PTPRN2;SYT1;AUTS2;VWF;EYA2;CADPS;KCNJ15;NFATC2;PLXDC2;MEIS2;ARHGAP24;VEGFA;MYO1D;PEX5L;FGF14;TCERG1L;DNAJC6;RIMBP2;UNC79;RAPGEF4;LRP11
TCFAP2C 20176728 ChIP-ChIP TROPHOBLAST STEM CELLS Mouse	44/2667	0.26293698174496766	0.5152913605094877	0	0	1.1234434452393234	1.5007416902401012	CYFIP2;PTPRT;NOTCH3;DDC;NLGN1;ARHGAP8;LRP1;NTN4;PSIP1;IKZF2;LPP;ZFP36L1;SMPD3;SELENBP1;TSPAN9;PRDM16;PAK6;AOX1;STXBP6;SCD1;SAMD4;ABCC3;EPHA4;TCF7L2;ANXA2;IGFBP5;DAPK1;ATP8B1;MTUS1;CACNA2D3;ARHGAP29;SYT14;SMAD6;PTPN13;RUNX1;VEGFA;FRAS1;BCL6;BCL2;LCP1;PAM;CPEB2;DOCK1;LRP11
SOX9 25088423 ChIP-ChIP EMBRYONIC GONADS Mouse	32/1903	0.26692927889936857	0.5215007208126553	0	0	1.1421319288889957	1.508495333699246	CYFIP2;PTPRT;SNAP25;ARHGAP8;KHDRBS3;ZFP521;MAOB;ELAVL4;FMN1;CACNA1C;FGF1;CPLX2;SLC4A4;TSPAN11;EGFR;STXBP6;SOX5;SAMD4;RUNX1T1;EPHA4;PPP1R14C;IGFBP5;SYT1;VWF;SYT14;NET1;DNM3;CLDN10;NFASC;PITPNM3;CPEB2;RAI14
GATA4 21415370 ChIP-Seq HL-1 Mouse	34/2039	0.27514431712136256	0.5358964699625307	0	0	1.132384134004611	1.46129589670975	YAP1;DDC;ZFP521;SEMA3A;PON2;FIGN;NOD1;SNX30;SLC4A4;LPP;LTBP1;SLC8A1;SYNE1;PALMD;AOX1;LRRFIP1;MPDZ;E2F7;RUNX1T1;MAGI1;EPHA4;SMAD3;IGFBP5;DST;MTUS1;CACNA2D3;MICAL3;DHRS3;CCDC88A;BCL6;SDC1;RARB;CDH13;PAM
CDKN2AIP 20523734 ChIP-Seq CORTICAL Neurons	3/123	0.279321223454901	0.5415371829398773	0	0	1.6538006756756756	2.1092455089475166	SYT1;TOX;SAMD4
TP63 19390658 ChIP-ChIP HaCaT Human	4/179	0.27975143573671385	0.5415371829398773	0	0	1.512910411622276	1.9272266762840315	RARB;MEIS2;RUNX1;SMAD7
SOX2 18358816 ChIP-ChIP MESCs Mouse	14/785	0.287224407618698	0.5540962349603903	0	0	1.2060891528431974	1.5045859189837854	EPHA4;DST;EYA1;CACNA2D1;MTUS1;ATP1B1;SMAD6;LPP;ZFP36L1;CYP39A1;TSPAN9;SPP1;AOX1;KIFC3
AR 21909140 ChIP-Seq LNCAP Human	6/298	0.2879899862590338	0.5540962349603903	0	0	1.361143578474917	1.6943917746635304	MYO1D;DDC;ASCC2;LCP1;CP;DHRS3
GLI1 17442700 ChIP-ChIP MESCs Mouse	2/73	0.29809949640189937	0.5640304344309941	0	0	1.8618105942049603	2.2534014326503664	NCAM1;RAI14
JUND 26020271 ChIP-Seq SMOOTH MUSCLE Human	33/2000	0.3002816056923302	0.5640304344309941	0	0	1.1184965463990428	1.345589999411891	YAP1;PON3;PSIP1;NOD1;PTPRK;FGF1;SLC4A4;EGFR;SLC8A1;RAP1GAP;ZFP36L1;ALCAM;IRAK2;EPSTI1;ASCC2;LRRFIP1;ACSS1;E2F7;WWTR1;SFTPB;MYOF;KCNJ15;RUNX1;SMAD7;AHI1;BCL6;MYO5C;CLIP4;CDH13;MALAT1;PAM;CPEB2;RAI14
GATA1 19941827 ChIP-Seq MEL86 Mouse	33/2000	0.3002816056923302	0.5640304344309941	0	0	1.1184965463990428	1.345589999411891	RYR2;SP100;KHDRBS3;PCX;DOCK8;PREP;NTN4;NEDD4L;IQGAP2;CPLX2;SMPD3;PRDM16;PLXNA2;PAK6;SOX5;TCF7L2;VWF;REV1;MICAL3;KCNJ15;SMAD6;RUNX1;SMAD7;AHI1;WNK2;SCGB1A1;BCL2;CDH13;KIFC3;FREM1;CPEB2;DOCK1;ANK
LUZP1 20508642 ChIP-Seq ESCs Mouse	33/2000	0.3002816056923302	0.5640304344309941	0	0	1.1184965463990428	1.345589999411891	CYFIP2;RYR2;DDC;LRP1;PREP;NTN4;GSTT1;PTPRK;AHR;EGFR;SYNE1;UTP20;ASCC2;E2F7;ATP6V1C2;SAMD4;ABCC3;GABRP;PPP1R14C;SYT1;COL23A1;PRKCA;RASSF9;ESR1;MYO1D;CCDC88A;AHI1;KITL;WNK2;PITPNM3;SDC1;ANK;LRP11
HNFA 21074721 ChIP-Seq CACO-2 Human	33/2000	0.3002816056923302	0.5640304344309941	0	0	1.1184965463990428	1.345589999411891	RYR2;PDE3B;ELAVL4;ASAP3;FMN2;CDC14A;RAP1GAP;FAM171A1;PALMD;KIF5B;PRDM16;PLXNA2;TNR;CD55;RGS7;TCF7L2;SWAP70;MYOF;FMO1;ARHGAP29;FMO2;SYT14;PROX1;PLXDC2;ATP1B1;PTPN14;DHRS3;DNM3;NFASC;TCERG1L;NFIA;DNAJC6;DOCK1
TCF12/HEB 22897851 ChIP-Seq JUKARTE6-1 Human	33/2000	0.3002816056923302	0.5640304344309941	0	0	1.1184965463990428	1.345589999411891	PTPRT;GABRB3;ARHGAP8;KHDRBS3;EPAS1;CELF4;ASAP3;IQGAP2;NPAS2;RIMS2;STOX2;NETO1;IRAK2;LRRFIP1;ACSS1;CD55;SRRM3;AUTS2;VWF;DAPK1;HGF;PLCL2;REV1;PPP2R3A;TC2N;AHI1;NFASC;FRAS1;CDH13;PDE7A;PAM;SNTB1;RAPGEF4
KDM2B 26808549 Chip-Seq JURKAT Human	33/2000	0.3002816056923302	0.5640304344309941	0	0	1.1184965463990428	1.345589999411891	YAP1;NLGN1;LRP1;EPAS1;PDE3B;CHD7;CDC14A;RAP1GAP;ZFP36L1;ALCAM;NETO1;PLXNA2;NCAM1;TCF7L2;SLC38A1;IGFBP5;AUTS2;DENND4A;ARHGAP29;PRKCA;PROX1;SMAD6;MEIS2;DHRS3;RUNX1;SMAD7;FAM135A;NFIA;BCL6;DNAJC6;CPEB2;IL18R1;SNTB1
ZFP281 27345836 Chip-Seq ESCs Mouse	33/2000	0.3002816056923302	0.5640304344309941	0	0	1.1184965463990428	1.345589999411891	CYFIP2;EPAS1;CACNA1A;FIGN;FMN2;CPLX2;NPAS2;ZFP36L1;RIMS2;UNC80;FUT8;MECOM;CCDC141;NCKAP5;CD55;ZFP462;EPHA4;IGFBP5;AUTS2;PCDH9;EYA2;REV1;CACNA2D3;PRKCA;ATP1B1;MEIS2;SMAD7;AHI1;FAM135A;BCL6;PTK7;PPP2R2B;BCL2
GATA2 21571218 ChIP-Seq MEGAKARYOCYTES Human	19/1111	0.3054090249413896	0.5719642390174545	0	0	1.1563677394034537	1.3715716326763914	GPR39;PTPRN2;DENND4A;DAPK2;COL23A1;PTPRK;CACNA1C;PLXDC2;ATP1B1;SLC8A1;CDC14A;CLDN10;STOX2;FUT8;WNK2;SPP1;ASCC2;TOX;ACSS1
AR 21572438 ChIP-Seq LNCaP Human	4/188	0.3098789366210629	0.5786235011242856	0	0	1.4382461311717023	1.6850111757320811	NETO1;RAP1GAP;EGFR;HCN1
MYCN 21190229 ChIP-Seq SHEP-21N Human	7/373	0.32482335555934083	0.6047446590266552	0	0	1.2664215135863464	1.4240577684340114	CYP39A1;SMPD3;CLDN10;KHDRBS3;DCHS2;IQGAP2;CPLX2
PAX6 23342162 ChIP-ChIP BETA-FORBRAIN-LENS Mouse	17/1001	0.3291086458355155	0.6109260199820566	0	0	1.1466766130427262	1.2743789512988015	RAB3C;KHDRBS3;EPAS1;PON2;CACNA1A;IKZF2;HNMT;NOL4;ESR1;SLC8A1;ARHGAP24;DNM3;CLDN10;DNAJC6;BCL2;AOX1;SAMD4
SOX11 23321250 ChIP-ChIP Z138-A519-JVM2 Human	19/1134	0.33718543291047426	0.6240888275799129	0	0	1.13111467008328	1.2296599295992723	SLC38A1;PTPRN2;ANXA2;AUTS2;SH2D4A;DOCK8;COL23A1;PROX1;AHR;PLXDC2;ATP1B1;MEIS2;ROBO1;BCL6;DNAJC6;BCL2;LRRFIP1;E2F7;SOX5
CEBPB 20176806 ChIP-Seq THIOMACROPHAGE Mouse	26/1588	0.34305785957315504	0.6331067787457934	0	0	1.1059691482226695	1.1832279051554555	PCSK1;NOTCH3;RBM47;EPAS1;DOCK8;NOD1;NPAS2;STOX2;STXBP6;ABCC3;ST6GAL1;SMAD3;VWF;HGF;COL23A1;CACNA2D3;ATP11A;PTPN13;RUNX1;CCDC88A;MDFIC;SCGB1A1;MALAT1;XIST;B430010I23RIK;MET
PKCTHETA 26484144 Chip-Seq BREAST Human	9/506	0.3456646876573359	0.6360632188578302	0	0	1.199167418302921	1.2738588616083029	NET1;DNM3;POR;ALCAM;DNAJC6;CADPS;MALAT1;CD55;ROBO1
HIF1A 21447827 ChIP-Seq MCF-7 Human	6/321	0.3482271979804526	0.6389212067293522	0	0	1.2602632862018528	1.3294519226885844	LRP1;DAPK2;EGFR;RUNX1;RAI14;ZFP36L1
OCT4 18692474 ChIP-Seq MEFs Mouse	32/1992	0.3606078937083384	0.6588206538086231	0	0	1.0848276389207367	1.1064852224871262	PTPRT;DDC;EPAS1;PREP;ELAVL4;SEMA3E;CACNA1C;ZFP36L1;SMPD3;DPP4;SPP1;PLXNA2;NCAM1;SCD1;MAGI1;TCF7L2;ST6GAL1;DST;EYA1;CACNA2D1;NFATC2;PROX1;ATP11A;SMAD6;PTPN13;SMAD7;NFIA;KITL;BCL2;CDH13;KIFC3;PDE7A
PPARD 23208498 ChIP-Seq MDA-MB-231 Human	9/516	0.3667623782073097	0.6588206538086231	0	0	1.1749030810038767	1.1784760922186153	ABCC3;RBM47;LIMCH1;SCN9A;FMN1;NRCAM;MALAT1;MET;BMP5
TAF2 19829295 ChIP-Seq ESCs Human	32/2000	0.36943819031831243	0.6588206538086231	0	0	1.0799305745866448	1.0753644465090402	RAB3C;PTPRK;SNX30;SELENBP1;FAM171A1;IRAK2;PRDM16;LRRFIP1;RNF152;CD55;SOX5;SRRM3;SFTPB;GPR39;GRID2;AUTS2;PCDH9;DENND4A;PLCL2;MTUS1;RASSF9;ATP1B1;CP;CLDN10;NFASC;BCL6;SLCO4C1;CLIP4;SDC1;SPATS2L;KIFC3;CPEB2
SMAD4 21741376 ChIP-Seq ESCs Human	32/2000	0.36943819031831243	0.6588206538086231	0	0	1.0799305745866448	1.0753644465090402	SP100;NFIX;PDE3B;ASAP3;PSIP1;RORB;IQGAP2;FGF1;NOL4;SLC4A5;RIMS2;FAM171A1;STOX2;EPSTI1;PLXNA2;CTSH;LRRFIP1;TMEM132D;GPR39;ST6GAL1;EYA2;PLCL2;KCNJ15;VEGFA;CYP39A1;NFASC;FRAS1;PTK7;SCGB1A1;RIMBP2;RARB;XIST
FOXH1 21741376 ChIP-Seq ESCs Human	32/2000	0.36943819031831243	0.6588206538086231	0	0	1.0799305745866448	1.0753644465090402	YAP1;NFIX;KHDRBS3;SH2D4A;ASAP3;PSIP1;CACNA1C;SNX30;FGF1;TSPAN11;SLC4A5;LRRFIP1;TMEM132D;TCF7L2;PPP1R14C;VWF;DST;CACNA2D1;DAPK2;LRBA;VEGFA;SMAD7;NET1;EML5;POR;BCL6;WNK2;TTC3;CLIP4;DMXL2;KIFC3;PDE7A
CSB 26484114 Chip-Seq FIBROBLAST Human	32/2000	0.36943819031831243	0.6588206538086231	0	0	1.0799305745866448	1.0753644465090402	NFIX;SH2D4A;EPAS1;CHD7;ASAP3;CACNA1C;EGFR;ZFP36L1;ACSS1;SLC18A1;RUNX1T1;MAGI1;EPHA4;WWTR1;ANXA2;VWF;EYA2;MTUS1;DCLK2;NFATC2;ARHGAP29;OSMR;ATP1B1;PTPN14;ACSF2;CCDC88A;DNAJC6;SCGB1A1;SPATS2L;MALAT1;IL18R1;SNTB1
MYB 26560356 Chip-Seq TH2 Human	32/2000	0.36943819031831243	0.6588206538086231	0	0	1.0799305745866448	1.0753644465090402	CYFIP2;PREP;PSIP1;IQGAP2;CDC14A;ALCAM;TSPAN9;KIF5B;DNER;EPSTI1;LRRFIP1;CD55;ANXA2;DENND4A;HGF;PLCL2;NFATC2;FMO1;DHRS3;RUNX1;SMAD7;NET1;GPRIN3;BCL6;CLIP4;SCGB1A1;BCL2;SPATS2L;MALAT1;LCP1;TOX;IL18R1
KDM2B 26808549 Chip-Seq SUP-B15 Human	32/2000	0.36943819031831243	0.6588206538086231	0	0	1.0799305745866448	1.0753644465090402	NFIX;KHDRBS3;EPAS1;CHD7;CACNA1C;SLC8A1;ALCAM;TSPAN9;PLXNA2;RNF152;CD55;TCF7L2;SLC38A1;ANXA2;REV1;MICAL3;ATP11A;SMAD6;UPK3A;PTPN14;DHRS3;RUNX1;VEGFA;SMAD7;MYO1D;BCL6;DNAJC6;BCL2;SPATS2L;PDE7A;CPEB2;RAI14
P300 27058665 Chip-Seq ZR-75-30cells Human	32/2000	0.36943819031831243	0.6588206538086231	0	0	1.0799305745866448	1.0753644465090402	PDE3B;CELF4;NTN4;ASAP3;NEDD4L;CDC14A;NPAS2;SELENBP1;KIF5B;PLXNA2;NCAM1;CD55;E2F7;RGS7;SLC38A1;ARHGAP29;ATP11A;ATP1B1;SMAD6;PTPN14;DHRS3;SMAD7;DNM3;NFIA;DNAJC6;CLIP4;DMXL2;SDC1;SPATS2L;CPEB2;LRP11;HCN1
FOXM1 23109430 ChIP-Seq U2OS Human	5/267	0.3694807774124189	0.6588206538086231	0	0	1.2618138858596875	1.2563332769782316	NLGN1;SMAD3;SMAD6;ARHGAP24;SNTB1
SREBP2 21459322 ChIP-Seq LIVER Mouse	18/1095	0.37333579155976093	0.6638245956666535	0	0	1.1077032880976219	1.0913945934646316	YAP1;SP100;KHDRBS3;PCX;PON2;CHD7;AKR1C19;ATP11A;CDC14A;RIMS2;MYO1D;FAM171A1;CCDC88A;MDFIC;KIF5B;MALAT1;TOX;MET
BMI1 19503595 ChIP-Seq MEFsC Mouse	11/661	0.401783404536857	0.7124058685485447	0	0	1.1194497863247863	1.0207614778698142	PTPRT;GABRB3;TMEM132D;RYR2;EYA2;MYO5C;SCN9A;FMO1;ARHGAP29;SYT14;RAP1GAP
RUNX1 26923725 Chip-Seq HPCs Mouse	14/859	0.4090190395064056	0.7223955182287585	0	0	1.0961652652340912	0.9799647016950649	DDC;SH2D4A;VWF;PRKCA;PTPN13;RUNX1;VEGFA;SMAD7;PEX5L;FRAS1;PALMD;CDH20;CDH13;MCTP2
RAD21 21589869 ChIP-Seq MESCs Mouse	32/2036	0.40969982787381404	0.7223955182287585	0	0	1.058377626768934	0.9444226522901022	DDC;NFIX;KHDRBS3;ASAP3;NEDD4L;ATP7B;IRAK2;AOX1;STXBP6;SAMD4;ABCC3;GABRP;ST6GAL1;IGFBP5;ATP8B1;DAPK2;COL23A1;MTUS1;DCLK2;NFATC2;ARHGAP29;DHRS3;STXBP5L;AHI1;BCL6;PITPNM3;SCGB1A1;RARB;MALAT1;KIFC3;TOX;SNTB1
IRF1 21803131 ChIP-Seq MONOCYTES Human	6/345	0.41211687174205675	0.7246388328131165	0	0	1.1695913497840467	1.036782264391822	TCF7L2;EPSTI1;MTUS1;SEMA3E;NOD1;FGF1
NANOG 18555785 ChIP-Seq MESCs Mouse	9/542	0.4220798781083742	0.7401012821124677	0	0	1.1160768583813159	0.96268403425623	TMEM132D;RYR2;CACNA2D1;SCD1;KIFC3;LPP;DHRS3;RUNX1T1;ZFP462
AUTS2 25519132 ChIP-Seq 293T-REX Human	16/1000	0.4265501427827626	0.7458735922140572	0	0	1.075411531500474	0.916277887476617	ABCC3;EYA1;DENND4A;ARHGAP29;PSIP1;RASSF9;FIGN;AHR;FGF1;PALMD;CLIP4;MCTP2;FREM1;TRPM6;PAM;E2F7
ESR1 15608294 ChIP-ChIP MCF-7 Human	2/98	0.43198795920534033	0.753301317291957	0	0	1.3752104377104377	1.1542932820713132	BCL2;VEGFA
HOXA2 22223247 ChIP-Seq E11.5 EMBRYO Mouse	1/38	0.4361248310054185	0.7546577628324076	0	0	1.783421004897515	1.479930486634131	FREM1
YY1 23942234 ChIP-Seq MYOBLASTS AND MYOTUBES Mouse	23/1466	0.4361443658912551	0.7546577628324076	0	0	1.0544005544005544	0.8749225755364297	ST6GAL1;SLC38A1;DDC;NFIX;PPP1R14C;PCX;SYT1;SEMA3E;LTBP1;MEIS2;RIMS2;AHI1;CDH20;KIF5B;SPATS2L;MALAT1;UTP20;XIST;LCP1;MET;ANK;SOX5;ZFP462
GATA1 26923725 Chip-Seq HPCs Mouse	4/226	0.4380588114321418	0.7546577628324076	0	0	1.1897388914338067	0.9820129853224163	SH2D4A;CD55;RUNX1;SMAD7
FOXA1 25329375 ChIP-Seq VCAP Human	31/2000	0.44380605272304247	0.7546577628324076	0	0	1.0416909864087385	0.8462360380026047	DDC;PDE3B;PREP;CELF4;GSTT1;NOD1;IQGAP2;EGFR;ROBO1;RIMS2;NRCAM;ACSS1;SRRM3;WWTR1;SFTPB;TCF7L2;DST;CADPS;NFATC2;FMO1;PTPN13;CP;ST18;PEX5L;MDFIC;DNAJC6;RIMBP2;COL8A1;SPATS2L;RARB;TOX
RUNX1 22897851 ChIP-Seq JUKARTE6-1 Human	31/2000	0.44380605272304247	0.7546577628324076	0	0	1.0416909864087385	0.8462360380026047	CYFIP2;GABRB3;DDC;ARHGAP8;EPAS1;ASAP3;PSIP1;SNX30;SLC4A5;IRAK2;SFTPB;DAPK1;SWAP70;MYOF;REV1;NFATC2;FMO2;SYT14;TC2N;SMAD6;SMAD7;NET1;EML5;CCDC88A;FRAS1;SCGB1A1;SDC1;SPATS2L;KIFC3;SNTB1;LRP11
P63 26484246 Chip-Seq KERATINOCYTES Human	31/2000	0.44380605272304247	0.7546577628324076	0	0	1.0416909864087385	0.8462360380026047	CYFIP2;NOTCH3;LRP1;NTN4;FGF1;ZFP36L1;RIMS2;STOX2;PALMD;AOX1;RNF152;E2F7;SMAD3;ATP8B1;COL23A1;MYOF;KCNJ15;NFATC2;RASSF9;PLXDC2;SMAD6;DHRS3;ACSF2;NFASC;FAM135A;BCL6;SPATS2L;RARB;MALAT1;CPEB2;DOCK1
CREB1 26743006 Chip-Seq LNCaP Human	31/2000	0.44380605272304247	0.7546577628324076	0	0	1.0416909864087385	0.8462360380026047	NOTCH3;SNAP25;SP100;NLGN1;NEDD4L;NOL4;CDC14A;RAP1GAP;SELENBP1;ALCAM;KIF5B;DNER;LRRFIP1;ACSS1;CD55;SLC38A1;ANXA2;AUTS2;COL23A1;DCLK2;FMO1;ARHGAP29;PROX1;ATP1B1;SMAD6;SMAD7;NFIA;BCL6;SPATS2L;MALAT1;PAM
ELF3 26769127 Chip-Seq PDAC-Cell line Human	31/2000	0.44380605272304247	0.7546577628324076	0	0	1.0416909864087385	0.8462360380026047	YAP1;IKZF2;CDC14A;RAP1GAP;PKHD1;SELENBP1;PALMD;SPP1;PLXNA2;ACSS1;CD55;SOX5;EPHA4;GPR39;TCF7L2;SLC38A1;GRID2;SMAD3;SYT1;PCDH9;SWAP70;PRKCA;PROX1;ATP11A;DHRS3;ACSF2;FRAS1;NFIA;DNAJC6;CLIP4;KIFC3
FOXA1 27270436 Chip-Seq PROSTATE Human	31/2000	0.44380605272304247	0.7546577628324076	0	0	1.0416909864087385	0.8462360380026047	DDC;PDE3B;PREP;CELF4;GSTT1;NOD1;IQGAP2;EGFR;ROBO1;RIMS2;NRCAM;ACSS1;SRRM3;WWTR1;SFTPB;TCF7L2;DST;CADPS;NFATC2;FMO1;PTPN13;CP;ST18;PEX5L;MDFIC;DNAJC6;RIMBP2;COL8A1;SPATS2L;RARB;TOX
ESR1 21235772 ChIP-Seq MCF-7 Human	4/228	0.4446877496626983	0.7546577628324076	0	0	1.178995157384988	0.9554375492298188	VWF;SEMA3E;ATP1B1;DHRS3
STAT3 19079543 ChIP-ChIP MESCs Mouse	15/948	0.4483781400517812	0.7588859963978009	0	0	1.062451881708256	0.8522121396560568	RYR2;KHDRBS3;HSPA4L;CACNA2D3;NTN4;PROX1;ATP11A;LPP;DHRS3;ARHGAP24;ZFP36L1;SELENBP1;FRAS1;WNK2;FREM1
TP63 17297297 ChIP-ChIP HaCaT Human	1/40	0.4528906683381494	0.762446258133108	0	0	1.6917914300464636	1.3400756604200188	DST
EZH2 22144423 ChIP-Seq EOC Human	1/40	0.4528906683381494	0.762446258133108	0	0	1.6917914300464636	1.3400756604200188	PRDM16
SOX17 20123909 ChIP-Seq XEN Mouse	30/1947	0.45913661261499905	0.7698928732859631	0	0	1.0346091418398868	0.8053474971973199	RYR2;DDC;NLGN1;WWC2;ELAVL4;PTPRK;LPP;SLC8A1;ROBO1;ATP7B;TSPAN9;SCD1;LRRFIP1;SOX5;ZFP462;EPHA4;SLC38A1;DST;DAPK1;MTUS1;NFATC2;ATP1B1;CP;PTPN14;NFIA;KITL;RARB;KIFC3;ANK;RAI14
POU5F1 16518401 ChIP-PET MESCs Mouse	24/1550	0.4597464551375893	0.7698928732859631	0	0	1.0394376265935898	0.8077263217806472	EPHA4;ARHGAP8;NFIX;ZFP521;AUTS2;EYA1;EYA2;LRBA;NRXN1;PLCL2;PRKCA;AHR;LPP;TSPAN11;ZFP36L1;SMAD7;POR;PLXNA2;TNR;NCAM1;ZFPM2;TOX;PAM;ZFP462
STAT6 21828071 ChIP-Seq BEAS2B Human	1/41	0.46108632700868885	0.7700993271675463	0	0	1.6494127516778523	1.2769258587405046	CDH13
SOX2 18555785 ChIP-Seq MESCs Mouse	8/497	0.4663530364894018	0.776845979204714	0	0	1.0800919191280332	0.8239074471064786	PTPRZ1;EYA1;SLCO4C1;CHD7;SPP1;KIFC3;LPP;ZFP36L1
BCL11B 21912641 ChIP-Seq STHDH STRIUM Mouse	1/43	0.4771123665485661	0.7926827507224208	0	0	1.5707094918504314	1.1623301233588548	FMN2
