"Peak1","Peak2","coaccess"
"chr16_88533874_88534741","chr16_88469701_88470569",-0.0257829021436473
"chr16_88533874_88534741","chr16_88477773_88478676",-0.0407861987675401
"chr16_88533874_88534741","chr16_88479629_88480351",0.00054849247454039
"chr16_88533874_88534741","chr16_88491356_88492252",-0.161910308688308
"chr16_88533874_88534741","chr16_88505164_88506051",-0.164312170628433
"chr16_88533874_88534741","chr16_88511613_88512480",-0.123249222104295
"chr16_88533874_88534741","chr16_88516204_88516999",-0.00800940539548247
"chr16_88533874_88534741","chr16_88523449_88524266",-0.125316881137568
"chr16_88533874_88534741","chr16_88527152_88528060",-0.0668300835137961
"chr16_88533874_88534741","chr16_88540616_88541309",-0.00993115809965315
"chr16_88533874_88534741","chr16_88547837_88548790",0.000125977567796532
"chr16_88533874_88534741","chr16_88549858_88550727",0.00927346940219415
"chr16_88533874_88534741","chr16_88552472_88553275",0.00130774930214383
"chr16_88533874_88534741","chr16_88558739_88559627",0.00239898256342047
"chr16_88533874_88534741","chr16_88560448_88561149",0
"chr16_88533874_88534741","chr16_88561686_88562569",0.000152642599171509
"chr16_88533874_88534741","chr16_88569884_88570772",-0.0577645733670056
"chr16_88533874_88534741","chr16_88591322_88592255",0.0650882301756623
"chr16_88533874_88534741","chr16_88596143_88596941",0.00289978268694305
"chr16_88533874_88534741","chr16_88598906_88599826",0.100062163698929
"chr16_88533874_88534741","chr16_88600353_88600961",0.0122241353975028
"chr16_88533874_88534741","chr16_88601768_88602641",0
"chr16_88533874_88534741","chr16_88604724_88605486",0
"chr16_88533874_88534741","chr16_88619683_88620597",0.0065802704243988
"chr16_88533874_88534741","chr16_88628317_88629087",0.00288082226652648
"chr16_88533874_88534741","chr16_88633935_88634665",0.0628070382898814
"chr16_88533874_88534741","chr16_88636862_88637746",0.0085936897538246
"chr16_88533874_88534741","chr16_88639319_88640214",0.0264981610935327
"chr16_88533874_88534741","chr16_88650825_88651768",0.119483532625399
"chr16_88533874_88534741","chr16_88653374_88654283",0.0130793699205344
"chr16_88533874_88534741","chr16_88662837_88663719",-0.0545362752204192
"chr16_88533874_88534741","chr16_88681541_88682445",0.102530194961457
"chr16_88533874_88534741","chr16_88684870_88685646",0.0662882204632392
"chr16_88533874_88534741","chr16_88686103_88687008",0.0913522592512498
"chr16_88533874_88534741","chr16_88691621_88692534",0.0929990702092121
"chr16_88533874_88534741","chr16_88700603_88701485",0.188953354845132
"chr16_88540616_88541309","chr16_88264810_88265466",-0.0237935175347802
"chr16_88540616_88541309","chr16_88265573_88265858",-0.00675121544328761
"chr16_88540616_88541309","chr16_88347763_88348638",-0.00252516183737254
"chr16_88540616_88541309","chr16_88382895_88383535",-0.00330827880733505
"chr16_88540616_88541309","chr16_88384377_88385017",0
"chr16_88540616_88541309","chr16_88407588_88408481",-0.0204014661828117
"chr16_88540616_88541309","chr16_88409818_88410629",-0.0082831154819779
"chr16_88540616_88541309","chr16_88424700_88425569",-7.50042597097634e-05
"chr16_88540616_88541309","chr16_88430294_88431174",-0.0263131119287339
"chr16_88540616_88541309","chr16_88437095_88437996",0
"chr16_88540616_88541309","chr16_88442740_88443643",0.00989635360097523
"chr16_88540616_88541309","chr16_88448256_88448994",-0.00842866988856463
"chr16_88540616_88541309","chr16_88452604_88453487",0.0427129996623012
"chr16_88540616_88541309","chr16_88455894_88456643",0.0398268728142057
"chr16_88540616_88541309","chr16_88458232_88459068",0.0498540996180836
"chr16_88540616_88541309","chr16_88461619_88462477",0.0411941540060136
"chr16_88540616_88541309","chr16_88468282_88469205",0.041835357972374
"chr16_88540616_88541309","chr16_88469701_88470569",0.0105196534964693
"chr16_88540616_88541309","chr16_88477773_88478676",0.0114146506558224
"chr16_88540616_88541309","chr16_88479629_88480351",-0.00025077161819838
"chr16_88540616_88541309","chr16_88491356_88492252",0.0740256466541121
"chr16_88540616_88541309","chr16_88505164_88506051",0.036572922230785
"chr16_88540616_88541309","chr16_88511613_88512480",0.0334009246574088
"chr16_88540616_88541309","chr16_88516204_88516999",0.00265860238277783
"chr16_88540616_88541309","chr16_88523449_88524266",0.0345159332141945
"chr16_88540616_88541309","chr16_88527152_88528060",0.0180383975438192
"chr16_88540616_88541309","chr16_88533874_88534741",-0.00993115809965315
"chr16_88540616_88541309","chr16_88547837_88548790",-7.09090444577763e-05
"chr16_88540616_88541309","chr16_88549858_88550727",-0.00348784812824242
"chr16_88540616_88541309","chr16_88552472_88553275",-0.000736093377791762
"chr16_88540616_88541309","chr16_88558739_88559627",-0.00135031628422731
"chr16_88540616_88541309","chr16_88560448_88561149",0
"chr16_88540616_88541309","chr16_88561686_88562569",-6.97884353515002e-05
"chr16_88540616_88541309","chr16_88569884_88570772",0.0179969701378194
"chr16_88540616_88541309","chr16_88591322_88592255",-0.016614223599893
"chr16_88540616_88541309","chr16_88596143_88596941",-0.00153839544837488
"chr16_88540616_88541309","chr16_88598906_88599826",-0.02622018907297
"chr16_88540616_88541309","chr16_88600353_88600961",-0.00320320018604134
"chr16_88540616_88541309","chr16_88601768_88602641",0
"chr16_88540616_88541309","chr16_88604724_88605486",0
"chr16_88540616_88541309","chr16_88619683_88620597",-0.0026473326610374
"chr16_88540616_88541309","chr16_88628317_88629087",-0.000897540988897118
"chr16_88540616_88541309","chr16_88633935_88634665",-0.0192287541543292
"chr16_88540616_88541309","chr16_88636862_88637746",-0.00290042529586236
"chr16_88540616_88541309","chr16_88639319_88640214",-0.00930384040012068
"chr16_88540616_88541309","chr16_88650825_88651768",-0.0318743686641148
"chr16_88540616_88541309","chr16_88653374_88654283",-0.00414440681493969
"chr16_88540616_88541309","chr16_88662837_88663719",0.0170375142837476
"chr16_88540616_88541309","chr16_88681541_88682445",-0.0290436159496924
"chr16_88540616_88541309","chr16_88684870_88685646",-0.019649947425811
"chr16_88540616_88541309","chr16_88686103_88687008",-0.0227688495517443
"chr16_88540616_88541309","chr16_88691621_88692534",-0.0252858806650372
"chr16_88540616_88541309","chr16_88700603_88701485",-0.0440995512634103
"chr16_88547837_88548790","chr16_88264810_88265466",0.000767206052137676
"chr16_88547837_88548790","chr16_88265573_88265858",0.00021768842458053
"chr16_88547837_88548790","chr16_88347763_88348638",0.000174043045761492
"chr16_88547837_88548790","chr16_88382895_88383535",0.000255439217710207
"chr16_88547837_88548790","chr16_88384377_88385017",0
"chr16_88547837_88548790","chr16_88407588_88408481",0.000774433992297769
"chr16_88547837_88548790","chr16_88409818_88410629",0.000430437914487787
"chr16_88547837_88548790","chr16_88424700_88425569",1.94112336824309e-06
"chr16_88547837_88548790","chr16_88430294_88431174",0.000943613292737671
"chr16_88547837_88548790","chr16_88437095_88437996",0
"chr16_88547837_88548790","chr16_88442740_88443643",-0.000630323559421124
"chr16_88547837_88548790","chr16_88448256_88448994",0.000320255610124768
"chr16_88547837_88548790","chr16_88452604_88453487",-0.00332025589485158
"chr16_88547837_88548790","chr16_88455894_88456643",-0.00133332097124133
"chr16_88547837_88548790","chr16_88458232_88459068",-0.00149109744031797
"chr16_88547837_88548790","chr16_88461619_88462477",-0.00137203176305462
"chr16_88547837_88548790","chr16_88468282_88469205",-0.00163890072219312
"chr16_88547837_88548790","chr16_88469701_88470569",-0.000389434807781014
"chr16_88547837_88548790","chr16_88477773_88478676",-0.000413636741524013
"chr16_88547837_88548790","chr16_88479629_88480351",6.4900133680397e-06
"chr16_88547837_88548790","chr16_88491356_88492252",-0.00191579669108734
"chr16_88547837_88548790","chr16_88505164_88506051",-0.000849245817268755
"chr16_88547837_88548790","chr16_88511613_88512480",-0.000703687305834428
"chr16_88547837_88548790","chr16_88516204_88516999",-5.69322624759148e-05
"chr16_88547837_88548790","chr16_88523449_88524266",-0.000723644684085742
"chr16_88547837_88548790","chr16_88527152_88528060",-0.000442673947476383
"chr16_88547837_88548790","chr16_88533874_88534741",0.000125977567796532
"chr16_88547837_88548790","chr16_88540616_88541309",-7.09090444577763e-05
"chr16_88547837_88548790","chr16_88549858_88550727",0.000183816854615909
"chr16_88547837_88548790","chr16_88552472_88553275",5.72195443096313e-05
"chr16_88547837_88548790","chr16_88558739_88559627",0.000104965599186822
"chr16_88547837_88548790","chr16_88560448_88561149",0
"chr16_88547837_88548790","chr16_88561686_88562569",1.80613692099433e-06
"chr16_88547837_88548790","chr16_88569884_88570772",-0.000576490051908915
"chr16_88547837_88548790","chr16_88591322_88592255",0.0003737014946424
"chr16_88547837_88548790","chr16_88596143_88596941",0.000114885307519128
"chr16_88547837_88548790","chr16_88598906_88599826",0.000600216924258174
"chr16_88547837_88548790","chr16_88600353_88600961",7.3325747503131e-05
"chr16_88547837_88548790","chr16_88601768_88602641",0
"chr16_88547837_88548790","chr16_88604724_88605486",0
"chr16_88547837_88548790","chr16_88619683_88620597",0.000132982312027769
"chr16_88547837_88548790","chr16_88628317_88629087",2.87505867552858e-05
"chr16_88547837_88548790","chr16_88633935_88634665",0.000521685727177824
"chr16_88547837_88548790","chr16_88636862_88637746",0.000133369377664715
"chr16_88547837_88548790","chr16_88639319_88640214",0.000277193893400792
"chr16_88547837_88548790","chr16_88650825_88651768",0.000717368165238388
"chr16_88547837_88548790","chr16_88653374_88654283",0.000104612723690635
"chr16_88547837_88548790","chr16_88662837_88663719",-0.00058445309583578
"chr16_88547837_88548790","chr16_88681541_88682445",0.000699715966840956
"chr16_88547837_88548790","chr16_88684870_88685646",0.000513498907277608
"chr16_88547837_88548790","chr16_88686103_88687008",0.000497487125752007
"chr16_88547837_88548790","chr16_88691621_88692534",0.000574294684368714
"chr16_88547837_88548790","chr16_88700603_88701485",0.000794447346199139
"chr16_88549858_88550727","chr16_88264810_88265466",0.0291805177229968
"chr16_88549858_88550727","chr16_88265573_88265858",0.00827973256189014
"chr16_88549858_88550727","chr16_88347763_88348638",0.00692290719887113
"chr16_88549858_88550727","chr16_88382895_88383535",0.00867600417539047
"chr16_88549858_88550727","chr16_88384377_88385017",0
"chr16_88549858_88550727","chr16_88407588_88408481",0.0284957273708141
"chr16_88549858_88550727","chr16_88409818_88410629",0.015108046176352
"chr16_88549858_88550727","chr16_88424700_88425569",7.74984762635566e-05
"chr16_88549858_88550727","chr16_88430294_88431174",0.0354546190928051
"chr16_88549858_88550727","chr16_88437095_88437996",0
"chr16_88549858_88550727","chr16_88442740_88443643",-0.0215167413048915
"chr16_88549858_88550727","chr16_88448256_88448994",0.011779297894287
"chr16_88549858_88550727","chr16_88452604_88453487",-0.110724510662521
"chr16_88549858_88550727","chr16_88455894_88456643",-0.0505727685854239
"chr16_88549858_88550727","chr16_88458232_88459068",-0.0583540280086342
"chr16_88549858_88550727","chr16_88461619_88462477",-0.0521565033825394
"chr16_88549858_88550727","chr16_88468282_88469205",-0.0610018123366923
"chr16_88549858_88550727","chr16_88469701_88470569",-0.0144940329201038
"chr16_88549858_88550727","chr16_88477773_88478676",-0.0155367385372134
"chr16_88549858_88550727","chr16_88479629_88480351",0.00025911086084609
"chr16_88549858_88550727","chr16_88491356_88492252",-0.0764873200844524
"chr16_88549858_88550727","chr16_88505164_88506051",-0.0514892498081172
"chr16_88549858_88550727","chr16_88511613_88512480",-0.0405835139020059
"chr16_88549858_88550727","chr16_88516204_88516999",-0.00293134772096986
"chr16_88549858_88550727","chr16_88523449_88524266",-0.0417467571469858
"chr16_88549858_88550727","chr16_88527152_88528060",-0.0228893201928392
"chr16_88549858_88550727","chr16_88533874_88534741",0.00927346940219415
"chr16_88549858_88550727","chr16_88540616_88541309",-0.00348784812824242
"chr16_88549858_88550727","chr16_88547837_88548790",0.000183816854615909
"chr16_88549858_88550727","chr16_88552472_88553275",0.00190816799808726
"chr16_88549858_88550727","chr16_88558739_88559627",0.00350041230990068
"chr16_88549858_88550727","chr16_88560448_88561149",0
"chr16_88549858_88550727","chr16_88561686_88562569",7.210920315043e-05
"chr16_88549858_88550727","chr16_88569884_88570772",-0.11472365467477
"chr16_88549858_88550727","chr16_88591322_88592255",0.0190610411722245
"chr16_88549858_88550727","chr16_88596143_88596941",0.00387692791930478
"chr16_88549858_88550727","chr16_88598906_88599826",0.0284248701353827
"chr16_88549858_88550727","chr16_88600353_88600961",0.00347253595511717
"chr16_88549858_88550727","chr16_88601768_88602641",0
"chr16_88549858_88550727","chr16_88604724_88605486",0
"chr16_88549858_88550727","chr16_88619683_88620597",0.00932498493333815
"chr16_88549858_88550727","chr16_88628317_88629087",0.00572147320788748
"chr16_88549858_88550727","chr16_88633935_88634665",0.0263400120904568
"chr16_88549858_88550727","chr16_88636862_88637746",0.00959799650216298
"chr16_88549858_88550727","chr16_88639319_88640214",0.0176721797061822
"chr16_88549858_88550727","chr16_88650825_88651768",0.0401479725714449
"chr16_88549858_88550727","chr16_88653374_88654283",0.00515330752505844
"chr16_88549858_88550727","chr16_88662837_88663719",-0.0561570030036823
"chr16_88549858_88550727","chr16_88681541_88682445",0.044377904749011
"chr16_88549858_88550727","chr16_88684870_88685646",0.0265297870574533
"chr16_88549858_88550727","chr16_88686103_88687008",0.0297444755365941
"chr16_88549858_88550727","chr16_88691621_88692534",0.0351344944763105
"chr16_88549858_88550727","chr16_88700603_88701485",0.045871314637743
"chr16_88552472_88553275","chr16_88264810_88265466",0.00796422090720168
"chr16_88552472_88553275","chr16_88265573_88265858",0.00225978235894959
"chr16_88552472_88553275","chr16_88347763_88348638",0.00180670793712404
"chr16_88552472_88553275","chr16_88382895_88383535",0.00265166620171796
"chr16_88552472_88553275","chr16_88384377_88385017",0
"chr16_88552472_88553275","chr16_88407588_88408481",0.00803925278681037
"chr16_88552472_88553275","chr16_88409818_88410629",0.00446829457127478
"chr16_88552472_88553275","chr16_88424700_88425569",2.01504345145925e-05
"chr16_88552472_88553275","chr16_88430294_88431174",0.00979547110374754
"chr16_88552472_88553275","chr16_88437095_88437996",0
"chr16_88552472_88553275","chr16_88442740_88443643",-0.00654326964217258
"chr16_88552472_88553275","chr16_88448256_88448994",0.00332451291109812
"chr16_88552472_88553275","chr16_88452604_88453487",-0.0344669484050048
"chr16_88552472_88553275","chr16_88455894_88456643",-0.0138409527995552
"chr16_88552472_88553275","chr16_88458232_88459068",-0.0154788004810008
"chr16_88552472_88553275","chr16_88461619_88462477",-0.0142428022070707
"chr16_88552472_88553275","chr16_88468282_88469205",-0.0170131183925751
"chr16_88552472_88553275","chr16_88469701_88470569",-0.00404264907645051
"chr16_88552472_88553275","chr16_88477773_88478676",-0.00429388477274573
"chr16_88552472_88553275","chr16_88479629_88480351",6.73716011621298e-05
"chr16_88552472_88553275","chr16_88491356_88492252",-0.0198875230697055
"chr16_88552472_88553275","chr16_88505164_88506051",-0.0088158601908835
"chr16_88552472_88553275","chr16_88511613_88512480",-0.00730484481664823
"chr16_88552472_88553275","chr16_88516204_88516999",-0.000591003047801325
"chr16_88552472_88553275","chr16_88523449_88524266",-0.00751201858525854
"chr16_88552472_88553275","chr16_88527152_88528060",-0.00459531451523569
"chr16_88552472_88553275","chr16_88533874_88534741",0.00130774930214383
"chr16_88552472_88553275","chr16_88540616_88541309",-0.000736093377791762
"chr16_88552472_88553275","chr16_88547837_88548790",5.72195443096313e-05
"chr16_88552472_88553275","chr16_88549858_88550727",0.00190816799808726
"chr16_88552472_88553275","chr16_88558739_88559627",0.00108962803050281
